facilityId,facilityName,state,zipCode,SMD %,SUB-2 %,SUB-3 %,TOB-3 %,Start Date,End Date,MedCont %,READM-30-IPF Measure Desc,READM-30-IPF Category,READM-30-IPF Denominator,READM-30-IPF Rate,READM-30-IPF Lower Estimate,READM-30-IPF Higher Estimate,READM-30-IPF Footnote,READM-30-IPF Start Date,READM-30-IPF End Date,IMM-2 %,Flu Season Start Date,Flu Season End Date
244017,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ROCHESTER,MN,55904,100,76,22,30,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
244018,SANFORD BEHAVIORAL HEALTH CENTER,MN,56701,81,59,25,69,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,52,19.1,14.2,25.5,,07/01/2021,06/30/2023,72,10/01/2023,03/31/2024
250004,NORTH MISSISSIPPI MEDICAL CENTER,MS,38801,89,99,77,94,01/01/2023,12/31/2023,85.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,143,21.3,16.7,26.5,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
250007,MERIT HEALTH BILOXI,MS,39530,88,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,91,16.1,11.6,21.7,,07/01/2021,06/30/2023,68,10/01/2023,03/31/2024
250009,MAGNOLIA REGIONAL HEALTH CENTER,MS,38834,97,85,63,78,01/01/2023,12/31/2023,62.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,166,21.2,16.8,26.6,,07/01/2021,06/30/2023,77,10/01/2023,03/31/2024
250017,PROGRESSIVE HEALTH GROUP OF HOUSTON,MS,38851,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
250027,WINSTON MEDICAL CENTER,MS,39339,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,124,20.3,14.8,27.2,,07/01/2021,06/30/2023,38,10/01/2023,03/31/2024
250031,MERIT HEALTH RIVER REGION,MS,39183,74,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,106,24.4,18.5,31.9,,07/01/2021,06/30/2023,76,10/01/2023,03/31/2024
250040,SINGING RIVER HEALTH SYSTEM,MS,39581,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,135,18.7,14.1,24.6,,07/01/2021,06/30/2023,94,10/01/2023,03/31/2024
250043,NESHOBA COUNTY GENERAL HOSPITAL,MS,39350,92,4,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,88,16.9,12,23.5,,07/01/2021,06/30/2023,45,10/01/2023,03/31/2024
250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,MS,38829,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,199,19.9,15.2,25.5,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
250049,BEACHAM MEMORIAL HOSPITAL,MS,39652,100,Not Available,Not Available,100,01/01/2023,12/31/2023,74.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,325,23.9,19.7,28.9,,07/01/2021,06/30/2023,87,10/01/2023,03/31/2024
250081,ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,MS,39301,99,0,Not Available,0,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,151,20.3,15.2,26.2,,07/01/2021,06/30/2023,87,10/01/2023,03/31/2024
250093,BOLIVAR MEDICAL CENTER,MS,38732,98,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,140,15.3,11.4,20.3,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
250094,MERIT HEALTH WESLEY,MS,39402,98,Not Available,73,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,224,20.7,16.5,26.4,,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
250096,CROSSGATES RIVER OAKS HOSPITAL,MS,39042,80,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,201,19.3,15.1,24.8,,07/01/2021,06/30/2023,73,10/01/2023,03/31/2024
250100,BMH-GOLDEN TRIANGLE,MS,39705,98,100,100,98,01/01/2023,12/31/2023,76.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,281,19.2,15.2,23.5,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
250102,MISSISSIPPI BAPTIST MEDICAL CENTER,MS,39202,98,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,177,20.6,15.6,26.4,,07/01/2021,06/30/2023,64,10/01/2023,03/31/2024
250151,ALLIANCE HEALTH CENTER,MS,39301,100,71,98,71,01/01/2023,12/31/2023,86.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,530,17.1,14.4,20.1,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
251302,MONROE REGIONAL HOSPITAL,MS,39730,0,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,66,20.2,14.6,27.3,,07/01/2021,06/30/2023,8,10/01/2023,03/31/2024
251317,SIMPSON GENERAL HOSPITAL CAH,MS,39114,97,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,194,26.8,21,33.1,,07/01/2021,06/30/2023,50,10/01/2023,03/31/2024
251320,CLAIBORNE COUNTY HOSPITAL,MS,39150,100,0,Not Available,0,01/01/2023,12/31/2023,83.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,213,26.6,21.4,32.6,,07/01/2021,06/30/2023,0,10/01/2023,03/31/2024
252013,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,MS,38701,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,69,17.9,12.6,25,,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
254005,PARKWOOD BEHAVIORAL HEALTH SYSTEM,MS,38654,86,69,89,86,01/01/2023,12/31/2023,73,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,363,18.4,15.1,22.5,,07/01/2021,06/30/2023,37,10/01/2023,03/31/2024
254007,BRENTWOOD BEHAVIORAL HEALTHCARE OF MS,MS,39232,87,100,96,84,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,55,19.2,14.1,25.5,,07/01/2021,06/30/2023,64,10/01/2023,03/31/2024
254008,SOUTH MISSISSIPPI STATE HOSPITAL,MS,39475,100,100,1,6,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,89,14.7,10.8,19.8,,07/01/2021,06/30/2023,96,10/01/2023,03/31/2024
254009,NORTH MISSISSIPPI STATE HOSPITAL,MS,38804,99,99,4,28,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,77,13.4,9.5,18.4,,07/01/2021,06/30/2023,96,10/01/2023,03/31/2024
254010,MS STATE HOSPITAL-WHITFIELD,MS,39193,66,72,100,0,01/01/2023,12/31/2023,49.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,143,15.1,11.3,19.8,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
254011,GULFPORT BEHAVIORAL HEALTH  SYSTEM,MS,39503,96,64,67,87,01/01/2023,12/31/2023,76.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,112,19.9,15.5,24.9,,07/01/2021,06/30/2023,56,10/01/2023,03/31/2024
254012,OCEANS BEHAVIORAL HOSPITAL- BILOXI,MS,39531,68,57,36,71,01/01/2023,12/31/2023,79.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,215,17.6,13.9,22.3,,07/01/2021,06/30/2023,81,10/01/2023,03/31/2024
254013,OCEANS BEHAVIORAL HOSPITAL OF TUPELO,MS,38801,76,40,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
260020,MERCY HOSPITAL ST LOUIS,MO,63141,93,57,70,73,01/01/2023,12/31/2023,87.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,204,15.6,11.8,20.4,,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
260027,RESEARCH MEDICAL CENTER,MO,64132,78,Not Available,93,Not Available,01/01/2023,12/31/2023,73.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,307,21.3,18.1,25.1,,07/01/2021,06/30/2023,91,10/01/2023,03/31/2024
260040,COX MEDICAL CENTERS,MO,65807,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
260050,MOSAIC MEDICAL CENTER - MARYVILLE,MO,64468,58,25,96,67,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,63,21.7,16.3,28,,07/01/2021,06/30/2023,87,10/01/2023,03/31/2024
260057,CAMERON REGIONAL MEDICAL CENTER,MO,64429,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,186,17.5,13.2,22.8,,07/01/2021,06/30/2023,86,10/01/2023,03/31/2024
260061,NEVADA REGIONAL MEDICAL CENTER,MO,64772,96,99,56,69,01/01/2023,12/31/2023,73.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,111,18.1,13.8,23.3,,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,MO,65270,97,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,91,16.8,12.1,23.1,,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
260085,ST JOSEPH MEDICAL CENTER,MO,64114,96,Not Available,100,100,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,289,18.1,14.5,22.8,,07/01/2021,06/30/2023,86,10/01/2023,03/31/2024
260091,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,MO,63117,82,93,66,51,01/01/2023,12/31/2023,70,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,438,20.6,17.5,24,,07/01/2021,06/30/2023,88,10/01/2023,03/31/2024
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,MO,63044,87,83,74,64,01/01/2023,12/31/2023,81,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,161,21.8,17.9,26.6,,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,MO,63110,83,82,81,82,01/01/2023,12/31/2023,88,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,138,22.4,18.1,26.6,,07/01/2021,06/30/2023,90,10/01/2023,03/31/2024
260113,MISSOURI DELTA MEDICAL CENTER,MO,63801,99,47,75,54,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,274,18.2,14.2,22.8,,07/01/2021,06/30/2023,79,10/01/2023,03/31/2024
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,MO,64804,97,46,68,47,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,82,21.8,16.1,28.4,,07/01/2021,06/30/2023,91,10/01/2023,03/31/2024
260141,UNIVERSITY OF MISSOURI HEALTH CARE,MO,65212,78,85,89,71,01/01/2023,12/31/2023,86.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,378,16.6,13.8,19.9,,07/01/2021,06/30/2023,88,10/01/2023,03/31/2024
260142,FITZGIBBON HOSPITAL,MO,65340,59,55,44,0,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,74,10/01/2023,03/31/2024
260195,CITIZENS MEMORIAL HOSPITAL,MO,65613,57,Not Available,Not Available,59,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,149,17.1,12.9,22.9,,07/01/2021,06/30/2023,79,10/01/2023,03/31/2024
261324,CASS REGIONAL MEDICAL CENTER,MO,64701,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,59,17.4,11.8,24.4,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,MO,63080,15,38,13,3,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,122,19.4,14.4,25.2,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
264004,CENTER FOR BEHAVIORAL MEDICINE,MO,65251,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
264005,SOUTHEAST MISSOURI MENTAL HLTH CTR,MO,63640,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
264007,NORTHWEST MISSOURI PSYCHIATRIC REHAB CTR,MO,64502,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
264008,CENTER FOR BEHAVIORAL MEDICINE,MO,64108,100,100,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
264010,ST LOUIS FORENSIC TREATMENT CENTER,MO,63139,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
264012,CENTERPOINTE HOSPITAL,MO,63304,32,52,86,23,01/01/2023,12/31/2023,86.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,467,14.6,12,17.5,,07/01/2021,06/30/2023,21,10/01/2023,03/31/2024
264020,ROYAL OAKS HOSPITAL,MO,65360,97,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,96,10/01/2023,03/31/2024
264024,LAKELAND BEHAVIORAL HEALTH SYSTEM,MO,65806,93,Not Available,47,88,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,122,20.3,15,26.9,,07/01/2021,06/30/2023,93,10/01/2023,03/31/2024
264031,OSAGE BEACH CENTER FOR BEHAVIORAL HEALTH,MO,65065,100,97,75,0,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,66,18.8,13.6,24.5,,07/01/2021,06/30/2023,71,10/01/2023,03/31/2024
264032,CENTERPOINTE HOSPITAL OF COLUMBIA,MO,65202,44,80,42,86,01/01/2023,12/31/2023,80.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,261,17.8,14.5,21.4,,07/01/2021,06/30/2023,50,10/01/2023,03/31/2024
264033,PERIMETER BEHAVIORAL HOSPITAL OF SPRINGFIELD,MO,65803,84,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,3,10/01/2023,03/31/2024
264034,SOUTHEAST BEHAVIORAL HOSPITAL,MO,63703,100,99,52,94,01/01/2023,12/31/2023,86.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,100,20.9,16.1,26.5,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
270003,ST PETERS HEALTH,MT,59601,68,97,56,94,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,75,10/01/2023,03/31/2024
274004,SHODAIR CHILDREN'S HOSPITAL,MT,59601,93,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,78,10/01/2023,03/31/2024
280003,BRYAN MEDICAL CENTER,NE,68506,97,98,95,91,01/01/2023,12/31/2023,81.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,332,14.8,11.8,18.2,,07/01/2021,06/30/2023,93,10/01/2023,03/31/2024
280032,MARY LANNING HEALTHCARE,NE,68901,100,96,88,89,01/01/2023,12/31/2023,85.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,226,19.9,16,24.2,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
280061,REGIONAL WEST MEDICAL CENTER,NE,69361,91,45,89,70,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,64,18.3,13.1,24.8,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
280065,GREAT PLAINS HEALTH,NE,69101,89,54,85,36,01/01/2023,12/31/2023,84.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,150,14.1,10.7,18.4,,07/01/2021,06/30/2023,57,10/01/2023,03/31/2024
280077,METHODIST FREMONT HEALTH,NE,68025,90,73,69,55,01/01/2023,12/31/2023,86.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,117,21.1,16.4,26.5,,07/01/2021,06/30/2023,93,10/01/2023,03/31/2024
280081,CHI HEALTH IMMANUEL,NE,68122,99,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,80.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,195,17.2,13.1,22.5,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
284003,LINCOLN REGIONAL CENTER,NE,68522,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
284009,DOUGLAS COUNTY COMMUNITY MENTAL HEALTH CENTER,NE,68105,100,84,67,1,01/01/2023,12/31/2023,83.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,123,17.8,13.6,22.9,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
290005,NORTH VISTA HOSPITAL,NV,89030,95,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,91.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,904,25.6,23.7,27.6,,07/01/2021,06/30/2023,84,10/01/2023,03/31/2024
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,NV,89503,94,100,100,92,01/01/2023,12/31/2023,69.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,202,20.4,16.6,25.3,,07/01/2021,06/30/2023,87,10/01/2023,03/31/2024
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,NV,89703,47,86,52,80,01/01/2023,12/31/2023,79.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,219,18.9,15,23.5,,07/01/2021,06/30/2023,80,10/01/2023,03/31/2024
290032,NORTHERN NEVADA MEDICAL CENTER,NV,89434,47,82,57,42,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,256,16.2,12.6,20.7,,07/01/2021,06/30/2023,81,10/01/2023,03/31/2024
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,NV,89148,95,82,94,88,01/01/2023,12/31/2023,63.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,932,24.8,22.9,26.9,,07/01/2021,06/30/2023,95,10/01/2023,03/31/2024
291309,BOULDER CITY HOSPITAL,NV,89005,37,10,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,50,22.4,16.3,29.7,,07/01/2021,06/30/2023,16,10/01/2023,03/31/2024
294000,DINI-TOWNSEND HOSPITAL AT NNMH,NV,89431,Not Available,0,0,0,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,32,10/01/2023,03/31/2024
294002,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,NV,89146,0,0,0,0,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,42,18.2,13.2,24,,07/01/2021,06/30/2023,10,10/01/2023,03/31/2024
294010,SPRING MOUNTAIN SAHARA,NV,89146,83,94,90,73,01/01/2023,12/31/2023,76.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,100,21.3,16.5,27.1,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
294011,SPRING MOUNTAIN TREATMENT CENTER,NV,89117,74,96,83,81,01/01/2023,12/31/2023,62.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,269,23.6,20.3,27.1,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
294012,SEVEN HILLS BEHAVIORAL INSTITUTE,NV,89052,29,13,6,11,01/01/2023,12/31/2023,64.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,229,24.3,20.5,28.9,,07/01/2021,06/30/2023,12,10/01/2023,03/31/2024
294013,"DESERT PARKWAY BEHAVIORAL HEALTHCARE HOSPITAL, LLC",NV,89109,77,57,80,20,01/01/2023,12/31/2023,63.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,522,30,27.1,33.1,,07/01/2021,06/30/2023,46,10/01/2023,03/31/2024
294015,"RENO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",NV,89511,14,58,51,33,01/01/2023,12/31/2023,59.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,420,23.8,20.3,27.5,,07/01/2021,06/30/2023,75,10/01/2023,03/31/2024
